setting,setting_label,round,model,input_csv,output_jsonl,row_count,source,source_url,reused_from
original_ia3,Original IA3,Round3,llama,Data/Revision2/GPT41_Safety_Judge/input_not_included/additional_methods/original_ia3/Round3/llama.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_additional_methods/original_ia3/Round3/llama_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round3/IA3_SFT/ultrafeedback_binarized/lr_2e-5/5e/Meta-Llama-3-8B-Instruct_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_ia3,Original IA3,Round3,gemma,Data/Revision2/GPT41_Safety_Judge/input_not_included/additional_methods/original_ia3/Round3/gemma.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_additional_methods/original_ia3/Round3/gemma_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round3/IA3_SFT/ultrafeedback_binarized/lr_2e-5/5e/gemma-7b-it_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_lora,Original LoRA,Round1,qwen,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_lora/Round1/qwen.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_lora/Round1/qwen_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round1/LoRA_SFT/ultrafeedback_binarized/lr_2e-5/5e/lora_Qwen2.5-7B-Instruct_ultrafeedback_binarized_hex_5e_moderated.csv,Data/Revision2/GPT41_Safety_Judge/results/full/qwen_lora_gpt41.jsonl
original_lora,Original LoRA,Round1,mistral,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_lora/Round1/mistral.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_lora/Round1/mistral_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round1/LoRA_SFT/ultrafeedback_binarized/lr_2e-5/5e/lora_Mistral-7B-Instruct-v0.3_ultrafeedback_binarized_hex_5e_moderated.csv,Data/Revision2/GPT41_Safety_Judge/results/full/mistral_lora_gpt41.jsonl
original_lora,Original LoRA,Round1,llama,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_lora/Round1/llama.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_lora/Round1/llama_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round1/LoRA_SFT/ultrafeedback_binarized/lr_2e-5/5e/lora_Meta-Llama-3-8B-Instruct_ultrafeedback_binarized_hex_5e_moderated.csv,
original_lora,Original LoRA,Round1,gemma,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_lora/Round1/gemma.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_lora/Round1/gemma_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round1/LoRA_SFT/ultrafeedback_binarized/lr_2e-5/5e/lora_gemma-7b-it_ultrafeedback_binarized_hex_5e_moderated.csv,
original_lora,Original LoRA,Round2,qwen,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_lora/Round2/qwen.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_lora/Round2/qwen_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round2/LoRA_SFT/ultrafeedback_binarized/lr_2e-5/5e/Qwen2.5-7B-Instruct_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_lora,Original LoRA,Round2,mistral,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_lora/Round2/mistral.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_lora/Round2/mistral_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round2/LoRA_SFT/ultrafeedback_binarized/lr_2e-5/5e/Mistral-7B-Instruct-v0.3_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_lora,Original LoRA,Round2,llama,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_lora/Round2/llama.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_lora/Round2/llama_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round2/LoRA_SFT/ultrafeedback_binarized/lr_2e-5/5e/Meta-Llama-3-8B-Instruct_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_lora,Original LoRA,Round2,gemma,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_lora/Round2/gemma.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_lora/Round2/gemma_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round2/LoRA_SFT/ultrafeedback_binarized/lr_2e-5/5e/gemma-7b-it_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_lora,Original LoRA,Round3,qwen,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_lora/Round3/qwen.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_lora/Round3/qwen_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round3/LoRA_SFT/ultrafeedback_binarized/lr_2e-5/5e/Qwen2.5-7B-Instruct_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_lora,Original LoRA,Round3,mistral,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_lora/Round3/mistral.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_lora/Round3/mistral_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round3/LoRA_SFT/ultrafeedback_binarized/lr_2e-5/5e/Mistral-7B-Instruct-v0.3_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_lora,Original LoRA,Round3,llama,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_lora/Round3/llama.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_lora/Round3/llama_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round3/LoRA_SFT/ultrafeedback_binarized/lr_2e-5/5e/Meta-Llama-3-8B-Instruct_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_lora,Original LoRA,Round3,gemma,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_lora/Round3/gemma.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_lora/Round3/gemma_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round3/LoRA_SFT/ultrafeedback_binarized/lr_2e-5/5e/gemma-7b-it_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
lora_r8,LoRA (r=8),Round1,qwen,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/lora_r8/Round1/qwen.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/lora_r8/Round1/qwen_gpt41.jsonl,330,local_revision2_sensitivity,,
lora_r8,LoRA (r=8),Round1,mistral,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/lora_r8/Round1/mistral.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/lora_r8/Round1/mistral_gpt41.jsonl,330,local_revision2_sensitivity,,
lora_r8,LoRA (r=8),Round1,llama,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/lora_r8/Round1/llama.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/lora_r8/Round1/llama_gpt41.jsonl,330,local_revision2_sensitivity,,
lora_r8,LoRA (r=8),Round1,gemma,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/lora_r8/Round1/gemma.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/lora_r8/Round1/gemma_gpt41.jsonl,330,local_revision2_sensitivity,,
lora_r8,LoRA (r=8),Round2,qwen,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/lora_r8/Round2/qwen.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/lora_r8/Round2/qwen_gpt41.jsonl,330,local_revision2_sensitivity,,
lora_r8,LoRA (r=8),Round2,mistral,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/lora_r8/Round2/mistral.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/lora_r8/Round2/mistral_gpt41.jsonl,330,local_revision2_sensitivity,,
lora_r8,LoRA (r=8),Round2,llama,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/lora_r8/Round2/llama.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/lora_r8/Round2/llama_gpt41.jsonl,330,local_revision2_sensitivity,,
lora_r8,LoRA (r=8),Round2,gemma,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/lora_r8/Round2/gemma.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/lora_r8/Round2/gemma_gpt41.jsonl,330,local_revision2_sensitivity,,
lora_r8,LoRA (r=8),Round3,qwen,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/lora_r8/Round3/qwen.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/lora_r8/Round3/qwen_gpt41.jsonl,330,local_revision2_sensitivity,,
lora_r8,LoRA (r=8),Round3,mistral,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/lora_r8/Round3/mistral.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/lora_r8/Round3/mistral_gpt41.jsonl,330,local_revision2_sensitivity,,
lora_r8,LoRA (r=8),Round3,llama,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/lora_r8/Round3/llama.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/lora_r8/Round3/llama_gpt41.jsonl,330,local_revision2_sensitivity,,
lora_r8,LoRA (r=8),Round3,gemma,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/lora_r8/Round3/gemma.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/lora_r8/Round3/gemma_gpt41.jsonl,330,local_revision2_sensitivity,,
original_prompt,Original Prompt Tuning,Round1,qwen,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_prompt/Round1/qwen.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_prompt/Round1/qwen_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round1/PromptTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/prompt_Qwen2.5-7B-Instruct_ultrafeedback_binarized_hex_5e_moderated.csv,
original_prompt,Original Prompt Tuning,Round1,mistral,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_prompt/Round1/mistral.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_prompt/Round1/mistral_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round1/PromptTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/prompt_Mistral-7B-Instruct-v0.3_ultrafeedback_binarized_hex_5e_moderated.csv,
original_prompt,Original Prompt Tuning,Round1,llama,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_prompt/Round1/llama.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_prompt/Round1/llama_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round1/PromptTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/prompt_Meta-Llama-3-8B-Instruct_ultrafeedback_binarized_hex_5e_moderated.csv,
original_prompt,Original Prompt Tuning,Round1,gemma,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_prompt/Round1/gemma.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_prompt/Round1/gemma_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round1/PromptTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/prompt_gemma-7b-it_ultrafeedback_binarized_hex_5e_moderated.csv,
original_prompt,Original Prompt Tuning,Round2,qwen,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_prompt/Round2/qwen.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_prompt/Round2/qwen_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round2/PromptTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/Qwen2.5-7B-Instruct_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_prompt,Original Prompt Tuning,Round2,mistral,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_prompt/Round2/mistral.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_prompt/Round2/mistral_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round2/PromptTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/Mistral-7B-Instruct-v0.3_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_prompt,Original Prompt Tuning,Round2,llama,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_prompt/Round2/llama.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_prompt/Round2/llama_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round2/PromptTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/Meta-Llama-3-8B-Instruct_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_prompt,Original Prompt Tuning,Round2,gemma,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_prompt/Round2/gemma.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_prompt/Round2/gemma_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round2/PromptTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/gemma-7b-it_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_prompt,Original Prompt Tuning,Round3,qwen,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_prompt/Round3/qwen.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_prompt/Round3/qwen_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round3/PromptTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/Qwen2.5-7B-Instruct_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_prompt,Original Prompt Tuning,Round3,mistral,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_prompt/Round3/mistral.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_prompt/Round3/mistral_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round3/PromptTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/Mistral-7B-Instruct-v0.3_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_prompt,Original Prompt Tuning,Round3,llama,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_prompt/Round3/llama.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_prompt/Round3/llama_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round3/PromptTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/Meta-Llama-3-8B-Instruct_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_prompt,Original Prompt Tuning,Round3,gemma,Data/Revision2/GPT41_Safety_Judge/input_not_included/three_settings/original_prompt/Round3/gemma.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_three_settings/original_prompt/Round3/gemma_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round3/PromptTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/gemma-7b-it_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_ptuning,Original P-Tuning,Round1,qwen,Data/Revision2/GPT41_Safety_Judge/input_not_included/additional_methods/original_ptuning/Round1/qwen.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_additional_methods/original_ptuning/Round1/qwen_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round1/PTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/ptuning_Qwen2.5-7B-Instruct_ultrafeedback_binarized_hex_5e_moderated.csv,
original_ptuning,Original P-Tuning,Round1,mistral,Data/Revision2/GPT41_Safety_Judge/input_not_included/additional_methods/original_ptuning/Round1/mistral.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_additional_methods/original_ptuning/Round1/mistral_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round1/PTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/ptuning_Mistral-7B-Instruct-v0.3_ultrafeedback_binarized_hex_5e_moderated.csv,
original_ptuning,Original P-Tuning,Round1,llama,Data/Revision2/GPT41_Safety_Judge/input_not_included/additional_methods/original_ptuning/Round1/llama.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_additional_methods/original_ptuning/Round1/llama_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round1/PTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/ptuning_Meta-Llama-3-8B-Instruct_ultrafeedback_binarized_hex_5e_moderated.csv,
original_ptuning,Original P-Tuning,Round1,gemma,Data/Revision2/GPT41_Safety_Judge/input_not_included/additional_methods/original_ptuning/Round1/gemma.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_additional_methods/original_ptuning/Round1/gemma_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round1/PTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/ptuning_gemma-7b-it_ultrafeedback_binarized_hex_5e_moderated.csv,
original_ptuning,Original P-Tuning,Round2,qwen,Data/Revision2/GPT41_Safety_Judge/input_not_included/additional_methods/original_ptuning/Round2/qwen.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_additional_methods/original_ptuning/Round2/qwen_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round2/PTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/Qwen2.5-7B-Instruct_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_ptuning,Original P-Tuning,Round2,mistral,Data/Revision2/GPT41_Safety_Judge/input_not_included/additional_methods/original_ptuning/Round2/mistral.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_additional_methods/original_ptuning/Round2/mistral_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round2/PTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/Mistral-7B-Instruct-v0.3_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
original_ptuning,Original P-Tuning,Round2,llama,Data/Revision2/GPT41_Safety_Judge/input_not_included/additional_methods/original_ptuning/Round2/llama.csv,Data/Revision2/GPT41_Safety_Judge/results/gpt41_additional_methods/original_ptuning/Round2/llama_gpt41.jsonl,330,replication_package,https://raw.githubusercontent.com/replicationpackagetai/Replication-Package-TAI/main/Data/Models_Reponses/Safety_Hex_PHI/Round2/PTuning_SFT/ultrafeedback_binarized/lr_2e-5/5e/Meta-Llama-3-8B-Instruct_ultrafeedback_binarized_hex_lr_2e-5_5e_moderated.csv,
